sr,business_name,business_type,address,tehsil,phone,map_link
1751,Rajpoot Kites,Kite Flying - Manufacturer,"HC55+9JJ, Aziz Bhatti Town, Lahore, Pakistan, Shalimar Town",Shalimar Town,3134642608,"https://www.google.com/maps?q=31.5583830,74.4092190"
1752,FR Kite Culb,Kite Flying - Manufacturer,"F9R5+VF6, Madina Colony, Lahore, Pakistan, Shalimar Town",Shalimar Town,3226069555,"https://www.google.com/maps?q=31.4922340,74.3585780"
1753,Shah G & Sohail Kite House,Kite Flying - Seller,"G8C6+H56, Combo Colony, Lahore, 54000, Pakistan, Allama Iqbal",Allama Iqbal,3044665685,"https://www.google.com/maps?q=31.5208420,74.3106810"
1754,Phmma kite house,Kite Flying - Manufacturer,"FFQH+9FP, Bhangali Rd, Bhangali Bhangali Village, Lahore, Pakistan, Lahore Cantt",Lahore Cantt,3116007552,"https://www.google.com/maps?q=31.4882660,74.4786270"
1755,Meher kite,Kite Flying - Seller,"HGQG+Q52, Bhaman, Pakistan, Wahgah Town",Wahgah Town,3244242652,"https://www.google.com/maps?q=31.5890390,74.5249500"
1756,Kite seller,Kite Flying - Seller,"HCQ2+7G9, Daroghe Wala, Lahore, 54000, Pakistan, Shalimar Town",Shalimar Town,3099773084,"https://www.google.com/maps?q=31.5884060,74.4017750"
1757,Ammar Kite Flying,Kite Flying - Seller,"Mochi Gate Bazar, Mohalla Porbian Mochi Gate Walled City of Lahore, Lahore, 54000, Pakistan, Lahore City",Lahore City,3078826698,"https://www.google.com/maps?q=31.5777730,74.3220350"
1758,Zain Variety House,Kite Flying - Seller,"F8PV+PV5, Gopal Nagar Block P Gulberg III, Lahore, Pakistan, Model Town",Model Town,3144878480,"https://www.google.com/maps?q=31.4867030,74.3447100"
1759,Kaleem Kites,Kite Flying - Seller,"C8RV+27R, Quaid e Millat Colony, Lahore, Pakistan, Model Town",Model Town,3001122577,"https://www.google.com/maps?q=31.4400560,74.3437370"
1760,Property dealer,Kite Flying - Manufacturer,"63, Jahanzeb Block Allama Iqbal Town, Lahore, 54000, Pakistan, Lahore City",Lahore City,3008057390,"https://www.google.com/maps?q=31.5248130,74.2890230"
1761,Qadeer Kite Flying,Kite Flying - Manufacturer,"J83H+GWF, Main Bazar, Siddiqia Colony Badami Bagh, Lahore, Pakistan, Ravi Town",Ravi Town,3235382348,"https://www.google.com/maps?q=31.6039100,74.3298010"
1762,Rehmat Ali kite menufecturing,Kite Flying - Manufacturer,"H75J+M36, Main Bazar Sanda, Sanda Lahore, 54000, Pakistan, Lahore City",Lahore City,3004942066,"https://www.google.com/maps?q=31.5591610,74.2801270"
1763,Kaleem Kites House,Kite Flying - Seller,"CF7Q+226, Bedian Rd, Heir, Pakistan, Lahore Saddar",Lahore Saddar,3004311073,"https://www.google.com/maps?q=31.4126090,74.4875600"
1764,Kite lover,Kite Flying - Manufacturer,"F89Q+9PP, Lucky St, Kot Lakhpat, Lahore, Pakistan, Model Town",Model Town,3219337214,"https://www.google.com/maps?q=31.4684690,74.3393270"
1765,KK kites House,Kite Flying - Manufacturer,"F7M6+JPH, Mustafa Town, Lahore, Pakistan, Allama Iqbal",Allama Iqbal,3014606643,"https://www.google.com/maps?q=31.4837200,74.2619770"
1766,Sutureline Kites,Kite Flying - Seller,"H9JR+CH5 Allah-ho park, Sue Wala Rd, Baghban Pura Housing Scheme Shahid Park, Lahore, Pakistan, Shalimar Town",Shalimar Town,3201492458,"https://www.google.com/maps?q=31.5809330,74.3911700"
1767,Abdullah kites,Kite Flying - Seller,"H9GR+C3Q, Kotli Abdur Rahman Nabi Pura, Lahore, Pakistan, Lahore Cantt",Lahore Cantt,3068402277,"https://www.google.com/maps?q=31.5760860,74.3902300"
1768,Sheikh Sons Kites,Kite Flying - Seller,"Plot 73, Maraghzar Colony Block D Marghzar Housing Scheme, Lahore, Pakistan, Allama Iqbal",Allama Iqbal,3351559570,"https://www.google.com/maps?q=31.5054430,74.2504350"
1769,Murad Kite,Kite Flying - Seller,"House # 7,Street # 2 Shah Bilawal Colony Ghoray Shah Rd, Staff Houses Engineering University Lahore, Lahore, Pakistan, Shalimar Town",Shalimar Town,3125253406,"https://www.google.com/maps?q=31.5835170,74.3509360"
1770,Kaleem Kites House,Kite Flying - Manufacturer,"FCHF+GF2, Bedian Rd, Mana Wala, Lahore, Pakistan, Lahore Saddar",Lahore Saddar,3004311073,"https://www.google.com/maps?q=31.4789150,74.4235160"
1771,Kaleem Kites House,Kite Flying - Trader,"FCHF+GF2, Bedian Rd, Mana Wala, Lahore, Pakistan, Lahore Saddar",Lahore Saddar,3004311073,"https://www.google.com/maps?q=31.4789150,74.4235160"
1772,Ramzan kite's seller's,Kite Flying - Seller,"4 Bedian Rd, Cantt View Phase 1 Phase 1 Cantt View Housing Scheme, Lahore, Pakistan, Lahore Cantt",Lahore Cantt,3044465094,"https://www.google.com/maps?q=31.4826260,74.4149370"
1773,G & N KITE SELLING,Kite Flying - Seller,"H9RX+472, Aurangzeb Rd, Daroghe Wala, Lahore, 54000, Pakistan, Shalimar Town",Shalimar Town,3004453477,"https://www.google.com/maps?q=31.5902630,74.3981320"
1774,Yasir kite maker,Kite Flying - Manufacturer,"C9C7+PV3, Nishter Colony, Lahore, Pakistan, Nishter Town",Nishter Town,3134441112,"https://www.google.com/maps?q=31.4217300,74.3648760"
1775,Lahore kite club,Kite Flying - Manufacturer,"J77R+JG9, Lahore Metro Bus System, Shahdara Town, Shahdara, Pakistan, Ravi Town",Ravi Town,3046926762,"https://www.google.com/maps?q=31.6140450,74.2913660"
1776,Chatham kite king ⭐,Kite Flying - Seller,"J8J2+55C, Shahdara Town, Shahdara, Pakistan, Ravi Town",Ravi Town,3097679051,"https://www.google.com/maps?q=31.6307690,74.3005540"
1777,Zulqurnain kite maker,Kite Flying - Manufacturer,"H8PJ+66V, Aziz Road, Misri Shah Lahore, Pakistan, Ravi Town",Ravi Town,3219419186,"https://www.google.com/maps?q=31.5855230,74.3311210"
1778,Malik Ahsan gernal store,Kite Flying - Seller,"H98Q+6R8, Nabi Pura Lahore, Pakistan, Shalimar Town",Shalimar Town,3030582798,"https://www.google.com/maps?q=31.5652360,74.3892210"
1779,Tofiq Kites,Kite Flying - Manufacturer,"Plot 414, Block C1 Block C 1 Phase 1 Johar Town, Lahore, Pakistan, Model Town",Model Town,3064648899,"https://www.google.com/maps?q=31.4563640,74.2929080"
1780,Amjad Kite Maker,Kite Flying - Manufacturer,"55 Walton Rd, LDA Quarters, Lahore, Pakistan, Model Town",Model Town,3214143046,"https://www.google.com/maps?q=31.4722300,74.3529510"
1781,Mughal kite house,Kite Flying - Manufacturer,"7 Mian Aziz Din Rd, Sanda Khurd Lahore, 54000, Pakistan, Lahore City",Lahore City,3710788523,"https://www.google.com/maps?q=31.5617350,74.2809130"
1782,AMK TRADERS,Kite Flying - Manufacturer,"H9M2+64W, Ghoray Shah Rd, Ghoray Shah Muhammadi Mohalla, Lahore, Pakistan, Shalimar Town",Shalimar Town,3004116875,"https://www.google.com/maps?q=31.5831830,74.3505660"
1783,Sultan kite House,Kite Flying - Seller,"H8MF+3PQ, Akbari Mandi Walled City of Lahore, Lahore, 54000, Pakistan, Lahore City",Lahore City,3234043421,"https://www.google.com/maps?q=31.5823720,74.3241110"
1784,SA Enterprises,Kite Flying - Seller,"26 Circular Rd, Qadimi Shehr Kucha Meher Ghous Walled City of Lahore, Lahore, 54000, Pakistan, Lahore City",Lahore City,3044399519,"https://www.google.com/maps?q=31.5820610,74.3273090"
1785,Sign guru kites,Kite Flying - Trader,"31 Rasool Park Main Rd, Rasool Park Lahore, 54000, Pakistan, Model Town",Model Town,3034825935,"https://www.google.com/maps?q=31.5408380,74.3108660"
1786,Friends grop,Kite Flying - Seller,"Majeed town Sharif Pura, Lahore, Pakistan, Wahgah Town",Wahgah Town,3029551863,"https://www.google.com/maps?q=31.6023090,74.4176230"
1787,Balaj kite house,Kite Flying - Seller,"Ghosia Chowk، Plot 52 College Rd, Township Block 2 Twp Sector C 1 Lahore, 54600, Pakistan, Model Town",Model Town,3200443511,"https://www.google.com/maps?q=31.4499930,74.2985630"
1788,Rohan kite flying,Kite Flying - Seller,"Street Number 14, Shalimar Housing Scheme Mehmood Booti, Lahore, Pakistan, Model Town",Model Town,3044084324,"https://www.google.com/maps?q=31.6033140,74.3837280"
1789,Basnat Bazaar,Kite Flying - Manufacturer,"Plot 153 B, Block B Model Town, Lahore, Pakistan, Model Town",Model Town,3338162226,"https://www.google.com/maps?q=31.4914530,74.3328110"
1790,Kite maker (Muhammad Dilshad),Kite Flying - Manufacturer,"H9JC+8JX, near Esa Masjid, Baghbanpura, Lahore, 54000, Pakistan, Shalimar Town",Shalimar Town,3177324828,"https://www.google.com/maps?q=31.5808410,74.3716570"
1791,Madni General Store,Kite Flying - Seller,"F7P3+24H, Hanjarwal, Lahore, Pakistan, Allama Iqbal",Allama Iqbal,3092754018,"https://www.google.com/maps?q=31.4851480,74.2526230"
1792,110 Kites,Kite Flying - Seller,"H9HR+26J, Nabi Pura, Lahore, Pakistan, Shalimar Town",Shalimar Town,3134390733,"https://www.google.com/maps?q=31.5779500,74.3902950"
1793,Khilo guddi farosh,Kite Flying - Seller,"23 Ravi Rd, Ravi Park, Lahore, Pakistan, Lahore City",Lahore City,3044047743,"https://www.google.com/maps?q=31.5944440,74.3044670"
1794,SHAHZAIB / SHAHZAD KITE MAKER,Kite Flying - Manufacturer,"1 Abul-Khair St, near Green Wood City, Stop Garhi Shahu, Lahore, Pakistan, Shalimar Town",Shalimar Town,3481842546,"https://www.google.com/maps?q=31.5638440,74.3460350"
1795,SJ traders,Kite Flying - Manufacturer,"J73F+32 Lahore, Pakistan, Ravi Town",Ravi Town,3114538900,"https://www.google.com/maps?q=31.6026440,74.2725160"
1796,ABID KITE & DOR SELLER,Kite Flying - Seller,"G7RJ+JGC, Shera Kot Lahore, 54000, Pakistan, Lahore City",Lahore City,3043619786,"https://www.google.com/maps?q=31.5416500,74.2812480"
1797,imran kite shop,Kite Flying - Seller,"C9W6+W8V, Sitara Colony, Lahore, Pakistan, Model Town",Model Town,3035520316,"https://www.google.com/maps?q=31.4473360,74.3609310"
1798,Azhar Kite Flying Maker,Kite Flying - Manufacturer,"J8M6+6WW, Jada Rd, Shahdara Town, Lahore, Pakistan, Ravi Town",Ravi Town,3214646737,"https://www.google.com/maps?q=31.6331000,74.3123420"
1799,Azhar Kite Flying Saler,Kite Flying - Seller,"J8M6+6WW, Jada Rd, Shahdara Town, Lahore, Pakistan, Ravi Town",Ravi Town,3214646737,"https://www.google.com/maps?q=31.6331000,74.3123420"
1800,Khan kites,Kite Flying - Manufacturer,"JC47+9MM, Sharif Pura, Lahore, Pakistan, Wahgah Town",Wahgah Town,3157079784,"https://www.google.com/maps?q=31.6064200,74.4138810"
1801,Shaheen Kites,Kite Flying - Manufacturer,"HCWQ+H96, Al-Raheem St, Dera Gujran, Lahore, Pakistan, Wahgah Town",Wahgah Town,3027484382,"https://www.google.com/maps?q=31.5967210,74.4385460"
1802,Chaudhry kites,Kite Flying - Seller,"H75R+4PW, Sham Nagar Sanda, Lahore, 54000, Pakistan, Lahore City",Lahore City,3264239679,"https://www.google.com/maps?q=31.5576250,74.2916260"
1803,Ghori Kites,Kite Flying - Manufacturer,"H/N246/E, Street 10, Amar Sidhu Lahore, Pakistan, Model Town",Model Town,3234350569,"https://www.google.com/maps?q=31.4690790,74.3560330"
1804,Punjab kites,Kite Flying - Seller,"H8QH+59H, Koh-e-Noor Rd, Farooq Gunj Mohalla Lahore, Pakistan, Ravi Town",Ravi Town,3238400022,"https://www.google.com/maps?q=31.5879800,74.3285230"
1805,BHOLA PAN SHOP & VAPING HUB,Kite Flying - Trader,"HCFG+FP2, Harbanspura Main Bazar Rd, Harbanspura, Lahore, Pakistan, Shalimar Town",Shalimar Town,3224751995,"https://www.google.com/maps?q=31.5736890,74.4268030"
1806,CHAUDHARY KITE HOUSE.,Kite Flying - Seller,"F6QX+CPM, Block-B (Amina Park), C Block Ittefaq Town, Lahore, Pakistan, Allama Iqbal",Allama Iqbal,3334541786,"https://www.google.com/maps?q=31.4887910,74.2493180"
1807,Sultan Kite Flying,Kite Flying - Manufacturer,"J8H4+33R, Main Bazar Shahdara Town, Lahore, 51000, Pakistan, Ravi Town",Ravi Town,3288329840,"https://www.google.com/maps?q=31.6280810,74.3050010"
1808,Imran Kites,Kite Flying - Seller,"146-B, C7JQ+87R, main College Rd, Block B PCSIR Staff Colony, Lahore, 54770, Pakistan, Model Town",Model Town,3184573232,"https://www.google.com/maps?q=31.4304210,74.2877450"
1809,Ahmed kite saler,Kite Flying - Seller,"J77R+Q66, Shahdara Town, Lahore, Pakistan, Ravi Town",Ravi Town,3220418565,"https://www.google.com/maps?q=31.6144030,74.2900830"
1810,Shehsa Kite House,Kite Flying - Seller,"F956+GCH, Shaukat Town Rd, Shoukat Town Gul Colony, Lahore, Pakistan, Model Town",Model Town,"03228021002, 03014499409","https://www.google.com/maps?q=31.4588150,74.3612470"
1811,Kite Dor selling,Kite Flying - Seller,"2045/B inside mori gate, near urdu bazar, Mohalla Chiri Maran Walled City of Lahore, Lahore, 54000, Pakistan, Lahore City",Lahore City,3238836782,"https://www.google.com/maps?q=31.5776650,74.3116460"
1812,AK Kits,Kite Flying - Seller,"H9CP+88M, Ramghar Bazar Road, Sahowari Ramgarh, Lahore, Pakistan, Shalimar Town",Shalimar Town,3354496448,"https://www.google.com/maps?q=31.5710940,74.3857640"
1813,Basant Maila,Kite Flying - Manufacturer,"F9H5+8PP, Service Rd, Farooq Colony Lahore, Pakistan, Model Town",Model Town,3044496921,"https://www.google.com/maps?q=31.4782530,74.3596320"
1814,Jaidi,Kite Flying - Manufacturer,"HFFQ+38 Lahore, Pakistan, Shalimar Town",Shalimar Town,3207373137,"https://www.google.com/maps?q=31.5727260,74.4882940"
1815,icarus,Kite Flying - Seller,"Block 53, Plot Block 53, Askari I Askari 1, Lahore, Pakistan, Lahore Cantt",Lahore Cantt,3289781794,"https://www.google.com/maps?q=31.5457910,74.3837040"
1816,Faisal kites,Kite Flying - Seller,"FCW2+5GH, Ayub Ansari Street, opposite Euro Store, Ali View Garden Ali View, Lahore, Pakistan, Lahore Cantt",Lahore Cantt,3010440302,"https://www.google.com/maps?q=31.4954350,74.4013440"
1817,Buraq Kites,Kite Flying - Seller,"HCRQ+PG5, Dera Gujran, Lahore, Pakistan, Wahgah Town",Wahgah Town,3231410286,"https://www.google.com/maps?q=31.5917940,74.4388930"
1818,Fahad kite Trader,Kite Flying - Trader,"C9V5+57C, Gulshan Yaseen Colony, Lahore, Pakistan, Lahore Cantt",Lahore Cantt,3048143342,"https://www.google.com/maps?q=31.4429060,74.3583840"
1819,Chaudhry kites,Kite Flying - Trader,"H75R+4PW, Sham Nagar Sanda, Lahore, 54000, Pakistan, Lahore City",Lahore City,3264239679,"https://www.google.com/maps?q=31.5578630,74.2918150"
1820,Kashif Kites,Kite Flying - Seller,"J8P4+F3C, Shafi St, Dhair Shahdara Town, Lahore, Pakistan, Ravi Town",Ravi Town,3044726356,"https://www.google.com/maps?q=31.6361360,74.3054410"
1821,MS KITE,Kite Flying - Seller,"23 km Multan Road Mohlanwal Lahore, Mohlanwal, Lahore, Pakistan, Raiwind",Raiwind,3091407367,"https://www.google.com/maps?q=31.4069820,74.1515140"
1822,Rana Enterprises,Kite Flying - Seller,"H72J+6WV، Moon Market Road، E Block Block E Gulshan-e-Ravi, Lahore, 54500, Pakistan, Lahore City",Lahore City,3224876414,"https://www.google.com/maps?q=31.5506210,74.2822920"
1823,Bashir Kites,Kite Flying - Seller,"G9Q6+6P9, Mian Mir Colony Lahore, Pakistan, Lahore Cantt",Lahore Cantt,3055727167,"https://www.google.com/maps?q=31.5379210,74.3616960"
1824,Nasir Pan Shop,Kite Flying - Seller,"5, Sector D2 Sector D Green Town, Lahore, 46600, Pakistan, Model Town",Model Town,3035848144,"https://www.google.com/maps?q=31.4619320,74.4495090"
1825,Ms Kite Making,Kite Flying - Manufacturer,"C7JV+V98, Muhammad Hussain Road, Bagrian Lahore, Pakistan, Model Town",Model Town,3025287241,"https://www.google.com/maps?q=31.4321700,74.2936270"
1826,Ali Raza Kite House,Kite Flying - Seller,"H78W+4PX, Qari Rd, Islampura, Lahore, 54000, Pakistan, Lahore City",Lahore City,3354399617,"https://www.google.com/maps?q=31.5653080,74.2967970"
1827,Akbar kite canter,Kite Flying - Seller,"H9MG+R9Q, Baghbanpura, Lahore, 54000, Pakistan, Shalimar Town",Shalimar Town,3224855283,"https://www.google.com/maps?q=31.5847680,74.3757650"
1828,Kite seller Ahmer Hussnain,Kite Flying - Seller,"Shop B-7, khawaja Arcade, Bund Road, opp. Chauhan Road, Alhamad Colony Al Hamad Colony Lahore, 54000, Pakistan, Lahore City",Lahore City,3014767987,"https://www.google.com/maps?q=31.5686910,74.2822020"
1829,Sheikh G Kite House,Kite Flying - Seller,"Murghzar Road, Lalazar Housing Society, Block A, House 26A, Phase 2, Murghzar Road, Multan Rd, Maraghzar Colony R Block Cresent Town, Lahore, Pakistan, Allama Iqbal",Allama Iqbal,3324472688,"https://www.google.com/maps?q=31.4941000,74.2579590"
1830,Badshah Kite Center,Kite Flying - Seller,"Lahori Gate, Circular Rd, Qadimi Shehr, Lahore, Punjab, H8G7+P94, Mohalla Chiri Maran Walled City of Lahore, Lahore, 54000, Pakistan, Lahore City",Lahore City,3224772273,"https://www.google.com/maps?q=31.5767530,74.3134600"
1831,SS Kites & Threads,Kite Flying - Trader,"HFP7+39R, Fish Farm Rd, Lahore Medical Housing Society, Lahore, Pakistan, Wahgah Town",Wahgah Town,3225849501,"https://www.google.com/maps?q=31.5852350,74.4633850"
1832,OneTen Thread Works,Kite Flying - Manufacturer,"Bazaar Laal khoh، inside Mochi Gate، Kucha Chagtah Walled City of Lahore, Lahore, 54000, Pakistan, Lahore City",Lahore City,3157865912,"https://www.google.com/maps?q=31.5777730,74.3220350"
1833,Sidique Stationery & Photocopy,Kite Flying - Seller,"G74P+CR3, Raza Block Allama Iqbal Town, Lahore, Pakistan, Model Town",Model Town,3349926041,"https://www.google.com/maps?q=31.5060420,74.2870990"
1834,Xtreme Kite Shop,Kite Flying - Seller,"Shalimar Link Rd, Mujhadabad, Mughalpura, H99J+GCW, Ramgarh Lahore, 54000, Pakistan, Shalimar Town",Shalimar Town,3091140774,"https://www.google.com/maps?q=31.5688500,74.3809470"
1835,Zahid kite house,Kite Flying - Seller,"H9MM+Q4 Lahore, Pakistan, Shalimar Town",Shalimar Town,3246556810,"https://www.google.com/maps?q=31.5843850,74.3827630"
1836,Shami kite house,Kite Flying - Manufacturer,"18 Sultan Ahmed Rd, nr. 3-4, Ichhra Lahore, 54000, Pakistan, Model Town",Model Town,3214798473,"https://www.google.com/maps?q=31.5300590,74.3194820"
1837,grocery shop,Kite Flying - Seller,"E 127 qadri colony street, 2 Walton Rd, Yasrab Colony Qadri Colony, Lahore, Pakistan, Lahore Cantt",Lahore Cantt,3134994006,"https://www.google.com/maps?q=31.4863240,74.3674030"
1838,Azad Khan Kites – Manufacturer & Seller`,Kite Flying - Seller,"ahata workshop phatik no.8 shahdra railway station, lahore, 1 Station Rd, Seraj Park Shahdara Town, Shahdara, 54600, Pakistan, Ravi Town",Ravi Town,3204084956,"https://www.google.com/maps?q=31.6290140,74.2896450"
1839,Yaseen Kite,Kite Flying - Manufacturer,"J76M+6Q9, Taragarh Shahdara Town, Shahdara, Pakistan, Ravi Town",Ravi Town,3264470651,"https://www.google.com/maps?q=31.6100260,74.2853580"
1840,Mughal empire kites,Kite Flying - Seller,"F9R7+32W, Street No. 5A, Madina Colony, Lahore, Pakistan, Lahore Cantt",Lahore Cantt,3244447299,"https://www.google.com/maps?q=31.4901170,74.3624900"
1841,Azad Khan Kites – Manufacturer & Seller,Kite Flying - Manufacturer,"ahata workshop phatik no.8 shahdra railway station, lahore, 1 Station Rd, Seraj Park Shahdara Town, Shahdara, 54600, Pakistan, Ravi Town",Ravi Town,3204084956,"https://www.google.com/maps?q=31.6290080,74.2896610"
1842,Noheel Kite Store,Kite Flying - Seller,"C8VX+87H, Defence Rd, Hamdani Park, Lahore, Pakistan, Model Town",Model Town,3030125999,"https://www.google.com/maps?q=31.4433040,74.3481760"
1843,Bhatt Kite House,Kite Flying - Manufacturer,"H8GC+VJ6, Mochi Gate Walled City of Lahore, Lahore, 54000, Pakistan, Lahore City",Lahore City,3214386135,"https://www.google.com/maps?q=31.5771180,74.3215580"
1844,Qamar Kite Shop,Kite Flying - Seller,"H8HF+J62, Kucha Baghicha Samadhi, Kucha Bhagicha Samdhi Mohalla Takia Sadhu Walled City of Lahore, Lahore, 54000, Pakistan, Lahore City",Lahore City,3236232289,"https://www.google.com/maps?q=31.5789860,74.3229670"
1845,Seeyakhan enterprise,Kite Flying - Manufacturer,"H79M+76M, Service Rd, St Nagar, Lahore, 54000, Pakistan, Lahore City",Lahore City,3350645254,"https://www.google.com/maps?q=31.5683250,74.2834960"
1846,Chohan Enterprises,Kite Flying - Seller,"G8P5+77P, New Samanabad Samanabad Town, Lahore, 54000, Pakistan, Model Town",Model Town,3147387313,"https://www.google.com/maps?q=31.5356100,74.3077650"
1847,Kite seller,Kite Flying - Seller,"Centrail jail muhalal baba fareed colony near milad streat milad chok kot lakhpat lahore, Model Town",Model Town,3104868508,"https://www.google.com/maps?q=31.4969380,74.3621870"
1848,Nouman's kite,Kite Flying - Trader,"H862+P69, Sanda Rd, Islampura, Lahore, 54000, Pakistan, Lahore City",Lahore City,3044674463,"https://www.google.com/maps?q=31.5618470,74.3005740"
1849,Asif Traders,Kite Flying - Manufacturer,"155 Sheraz Town Rd, Sheraz Town Shiraz Town, Lahore, Pakistan, Lahore City",Lahore City,3228006818,"https://www.google.com/maps?q=31.4262570,74.2899900"
1850,Yaseen Kite,Kite Flying - Seller,"25 Targarh Rd, Taragarh Shahdara Town, Lahore, Pakistan, Ravi Town",Ravi Town,3264470651,"https://www.google.com/maps?q=31.6148170,74.2799660"
1851,DATA KITE HOUSE,Kite Flying - Seller,"F647+M23، بھٹیاں والی روڈ، Khanpur, Lahore, Pakistan, Allama Iqbal",Allama Iqbal,3037212099,"https://www.google.com/maps?q=31.4568830,74.2122740"
1852,Tayyab Kite Centre,Kite Flying - Manufacturer,"HC57+W99, Street Number 5, asghar park Tajpura, Lahore, Pakistan, Shalimar Town",Shalimar Town,3374887999,"https://www.google.com/maps?q=31.5596960,74.4137590"
1853,Sheikh kite flying,Kite Flying - Seller,"Saeed House, H No.32 St No.54, Owais Qarni Rd, Islampura, Lahore, 54000, Pakistan, Lahore City",Lahore City,3114393527,"https://www.google.com/maps?q=31.5639770,74.2991860"
1854,Faizan Kite House,Kite Flying - Seller,"G92M+W4C, Walton Cantt Board Officers Housing Society Cantt, Lahore, Pakistan, Lahore Cantt",Lahore Cantt,3707605987,"https://www.google.com/maps?q=31.5017420,74.3825820"
1855,Nadeem Kites,Kite Flying - Seller,"Gunpat Rd, New Anarkali, Civil Lines, Lahore, Punjab, H8G6+9WR, Anarkali Bazaar Lahore, 54000, Pakistan, Lahore City",Lahore City,3224331228,"https://www.google.com/maps?q=31.5759820,74.3122350"
1856,Raheem Kites,Kite Flying - Seller,"H7RX+72M, Karim Park Lahore, Pakistan, Ravi Town",Ravi Town,3116511277,"https://www.google.com/maps?q=31.5908690,74.2975470"
1857,RANA KITE SELLER,Kite Flying - Seller,"F86G+7R6, Main St, Pindi Rajputan Kot Lakhpat, Lahore, Pakistan, Model Town",Model Town,3151469400,"https://www.google.com/maps?q=31.4605510,74.3269820"
1858,Sameer Kite Maker,Kite Flying - Manufacturer,"H9M7+V97, Ghoray Shah Rd, Singhpura Ghaus Park Kot Khawaja Saeed, Lahore, 54000, Pakistan, Shalimar Town",Shalimar Town,3260854800,"https://www.google.com/maps?q=31.5845590,74.3633230"
1859,Xtreme Kite Shop,Kite Flying - Manufacturer,"H99J+G8R, Shalimar Link Road, Shalimar Larechs Colony, Lahore, 54000, Pakistan, Shalimar Town",Shalimar Town,3091140774,"https://www.google.com/maps?q=31.5689030,74.3807730"
1860,Kashif Kites,Kite Flying - Manufacturer,"Plot 621, Kashmir Block Allama Iqbal Town, Lahore, 54000, Pakistan, Model Town",Model Town,3234217718,"https://www.google.com/maps?q=31.5171330,74.2867150"
1861,Kite Manufacturer,Kite Flying - Manufacturer,"H89R+C97, Railway Colony Garhi Shahu, Lahore, Pakistan, Shalimar Town",Shalimar Town,3004272513,"https://www.google.com/maps?q=31.5684400,74.3417510"
1862,Ashfaq Kite House,Kite Flying - Seller,"H8H7+8FG, Mohalla Chiri Maran Walled City of Lahore, Lahore, 54000, Pakistan, Lahore City",Lahore City,3114674435,"https://www.google.com/maps?q=31.5783520,74.3136760"
1863,Mian Kite Store,Kite Flying - Manufacturer,"H8W8+749, Data Nagar Badami Bagh, Lahore, Pakistan, Ravi Town",Ravi Town,3124001773,"https://www.google.com/maps?q=31.5957310,74.3152360"
1864,Adnan Kites,Kite Flying - Manufacturer,"F88G+W8C, Pindi Rajputan Kot Lakhpat, Lahore, Pakistan, Model Town",Model Town,3244772366,"https://www.google.com/maps?q=31.4673620,74.3256910"
1865,Shami kite house,Kite Flying - Trader,"G8H9+WQX, Sultan Ahmed Rd, Ichhra Lahore, 54000, Pakistan, Model Town",Model Town,3214798473,"https://www.google.com/maps?q=31.5299040,74.3195330"
1866,Meoo Trader,Kite Flying - Seller,"H9C2+X5Q, Railway Colony, Lahore, Pakistan, Shalimar Town",Shalimar Town,3024005905,"https://www.google.com/maps?q=31.5725240,74.3503900"
1867,Adnan Kites,Kite Flying - Seller,"F88G+W8C, Pindi Rajputan Kot Lakhpat, Lahore, Pakistan, Model Town",Model Town,3244772366,"https://www.google.com/maps?q=31.4673610,74.3256460"
1868,U.A Traders,Kite Flying - Seller,"H8M7+7FQ, Said Mitha Bazar Rd, Walled City of Lahore, Lahore, Pakistan, Lahore City",Lahore City,3087294460,"https://www.google.com/maps?q=31.5832380,74.3136940"
1869,She jee studio,Kite Flying - Seller,"Sanda Rd, National Town, Lahore, 54000, Pakistan, Lahore City",Lahore City,3213000072,"https://www.google.com/maps?q=31.5627460,74.2936330"
1870,Choudhary Kites,Kite Flying - Seller,"F9MH+X8V, D.H.A. Main Blvd, Fort Villas, Lahore, 54750, Pakistan, Lahore Cantt",Lahore Cantt,3002288296,"https://www.google.com/maps?q=31.4851570,74.3785680"
1871,Mobile city,Kite Flying - Manufacturer,"Glamour One Plaza, Al-Madina Rd, Sector B1, Township, Township Block 1 Sector B 1 Lahore, 54770, Pakistan, Model Town",Model Town,3044225252,"https://www.google.com/maps?q=31.4653770,74.3119420"
1872,Salman Shaukat manufactaror,Kite Flying - Manufacturer,"C9H8+54X, Atari Saroba Attari Saroba, Lahore, Pakistan, Nishter Town",Nishter Town,3460510778,"https://www.google.com/maps?q=31.4281840,74.3653840"
1873,Mohib Pan Shop,Kite Flying - Seller,"F6CW+P29, Thokar Niaz Baig Flyover, Irrigation Colony, Lahore, Pakistan, Allama Iqbal",Allama Iqbal,3155138949,"https://www.google.com/maps?q=31.4721270,74.2450290"
1874,sher shah kite houses,Kite Flying - Seller,"C67G+M8X, Sher Shah Link Rd, Block B Lda Avenue Phase 1 Lda Avenue, Lahore, Pakistan, Allama Iqbal",Allama Iqbal,3261711159,"https://www.google.com/maps?q=31.4141550,74.2257410"
1875,PASHA KITES,Kite Flying - Seller,"F7V5+9Q3, Jutt St, Ghulshan Abbas Scheme #2 Gulshan Park Cresent Town, Lahore, Pakistan, Allama Iqbal",Allama Iqbal,3074040195,"https://www.google.com/maps?q=31.4933420,74.2592540"
